[
  [0.00,0.00],
  [551.20,996.40],
  [627.40,996.40],
  [703.60,996.40],
  [703.60,1047.20],
  [627.40,1047.20],
  [551.20,1047.20],
  [881.40,1352.00],
  [932.20,1352.00],
  [957.60,1352.00],
  [983.00,1352.00],
  [1008.40,1352.00],
  [1033.80,1352.00],
  [1313.20,1123.40],
  [1287.80,1098.00],
  [1287.80,996.40],
  [1313.20,996.40],
  [1465.60,996.40],
  [1516.40,996.40],
  [1592.60,996.40],
  [1592.60,1098.00],
  [1516.40,1098.00],
  [1465.60,1098.00],
  [1567.20,1123.40],
  [1592.60,1148.80],
  [1567.20,1174.20],
  [1541.80,1174.20],
  [1491.00,1174.20],
  [1440.20,1174.20],
  [1465.60,1199.60],
  [1414.80,1225.00],
  [1440.20,1225.00],
  [1491.00,1225.00],
  [1516.40,1225.00],
  [1592.60,1250.40],
  [1465.60,1250.40],
  [1440.20,1250.40],
  [1389.40,1250.40],
  [1541.80,1275.80],
  [1160.80,1123.40],
  [1160.80,1225.00],
  [1262.40,1301.20],
  [1287.80,1301.20],
  [1338.60,1301.20],
  [1414.80,1301.20],
  [1491.00,1301.20],
  [1541.80,1301.20],
  [1643.40,1301.20],
  [1668.80,1326.60],
  [1618.00,1326.60],
  [1567.20,1326.60],
  [1516.40,1326.60],
  [1465.60,1326.60],
  [1414.80,1326.60],
  [1338.60,1326.60],
  [1313.20,1326.60],
  [1237.00,1326.60],
  [1237.00,1352.00],
  [1313.20,1352.00],
  [1338.60,1352.00],
  [1414.80,1352.00],
  [1465.60,1352.00],
  [1694.20,1352.00],
  [1618.00,1377.40],
  [1516.40,1377.40],
  [1414.80,1377.40],
  [1338.60,1377.40],
  [1313.20,1377.40],
  [1237.00,1377.40],
  [1357.70,1390.10],
  [1237.00,1402.80],
  [1313.20,1402.80],
  [1338.60,1402.80],
  [1414.80,1402.80],
  [1465.60,1402.80],
  [1567.20,1402.80],
  [1592.60,1402.80],
  [1618.00,1402.80],
  [1694.20,1428.20],
  [1668.80,1428.20],
  [1541.80,1428.20],
  [1440.20,1428.20],
  [1414.80,1428.20],
  [1338.60,1428.20],
  [1262.40,1428.20],
  [1237.00,1453.60],
  [1338.60,1453.60],
  [1414.80,1453.60],
  [1465.60,1453.60],
  [1491.00,1453.60],
  [1668.80,1453.60],
  [1694.20,1453.60],
  [1618.00,1479.00],
  [1592.60,1479.00],
  [1567.20,1479.00],
  [1516.40,1479.00],
  [1440.20,1479.00],
  [1414.80,1479.00],
  [1338.60,1479.00],
  [1262.40,1479.00],
  [1592.60,1504.40],
  [1618.00,1504.40],
  [1668.80,1529.80],
  [1694.20,1529.80],
  [1745.00,1529.80],
  [1821.20,1529.80],
  [1846.60,1529.80],
  [1948.20,1529.80],
  [1922.80,1555.20],
  [1897.40,1555.20],
  [1872.00,1555.20],
  [1821.20,1555.20],
  [1795.80,1555.20],
  [1770.40,1555.20],
  [1770.40,1656.80],
  [1795.80,1656.80],
  [1821.20,1656.80],
  [1872.00,1656.80],
  [1897.40,1656.80],
  [1922.80,1656.80],
  [1808.50,1694.90],
  [1757.70,1694.90],
  [1884.70,1733.00],
  [1999.00,1733.00],
  [2075.20,1733.00],
  [2113.30,1733.00],
  [2176.80,1733.00],
  [2236.50,1733.00],
  [2176.80,1783.80],
  [2126.00,1783.80],
  [2100.60,1783.80],
  [2100.60,1809.20],
  [2126.00,1809.20],
  [2100.60,1834.60],
  [2126.00,1834.60],
  [2151.40,1834.60],
  [2236.50,1847.30],
  [1999.00,1847.30],
  [1884.70,1847.30],
  [2100.60,1860.00],
  [2126.00,1860.00],
  [2100.60,1885.40],
  [2126.00,1885.40],
  [2176.80,1885.40],
  [2151.40,1910.80],
  [2126.00,1910.80],
  [2100.60,1910.80],
  [2100.60,1936.20],
  [2126.00,1936.20],
  [2176.80,1936.20],
  [2227.60,1936.20],
  [2126.00,1961.60],
  [2100.60,1961.60],
  [1795.80,1987.00],
  [1821.20,1987.00],
  [1846.60,1987.00],
  [1872.00,1987.00],
  [1897.40,1987.00],
  [1948.20,1987.00],
  [2056.20,1987.00],
  [2100.60,1987.00],
  [2126.00,1987.00],
  [2253.00,1987.00],
  [2303.80,1987.00],
  [2380.00,1987.00],
  [2405.40,1987.00],
  [2024.40,1402.80],
  [2151.40,1402.80],
  [2075.20,1707.60],
  [2176.80,1707.60],
  [2350.80,1733.00],
  [2350.80,1847.30],
  [3652.10,1010.30],
  [3725.70,1010.30],
  [3725.70,1086.50],
  [3652.10,1086.50],
  [3726.20,1148.80],
  [3802.40,1148.80],
  [3853.20,1148.80],
  [3802.40,1174.20],
  [3700.80,1174.20],
  [3605.60,1199.60],
  [3700.80,1199.60],
  [3802.40,1199.60],
  [3853.20,1199.60],
  [4028.30,1310.30],
  [3952.10,1310.30],
  [3728.30,1310.30],
  [3652.10,1310.30],
  [3652.10,1386.50],
  [3728.30,1386.50],
  [3952.10,1386.50],
  [4028.30,1386.50],
  [3853.20,1123.40],
  [3952.10,1086.50],
  [4028.30,1086.50],
  [4028.30,1010.30],
  [3952.10,1010.30]
]
