[
  [0.00,0.00],
  [837.00,958.30],
  [862.40,958.30],
  [887.80,958.30],
  [913.20,958.30],
  [938.60,958.30],
  [964.00,958.30],
  [989.40,958.30],
  [1014.80,958.30],
  [1040.20,958.30],
  [1065.60,958.30],
  [1091.00,958.30],
  [1116.40,958.30],
  [1141.80,958.30],
  [1167.20,958.30],
  [1167.20,1110.70],
  [1141.80,1110.70],
  [1116.40,1110.70],
  [1091.00,1110.70],
  [1065.60,1110.70],
  [1040.20,1110.70],
  [1014.80,1110.70],
  [989.40,1110.70],
  [964.00,1110.70],
  [938.60,1110.70],
  [913.20,1110.70],
  [887.80,1110.70],
  [862.40,1110.70],
  [837.00,1110.70],
  [837.00,1186.90],
  [862.40,1186.90],
  [887.80,1186.90],
  [913.20,1186.90],
  [938.60,1186.90],
  [964.00,1186.90],
  [989.40,1186.90],
  [1014.80,1186.90],
  [1040.20,1186.90],
  [1065.60,1186.90],
  [1091.00,1186.90],
  [1116.40,1186.90],
  [1141.80,1186.90],
  [1167.20,1186.90],
  [1167.20,1339.30],
  [1141.80,1339.30],
  [1116.40,1339.30],
  [1091.00,1339.30],
  [1065.60,1339.30],
  [1040.20,1339.30],
  [1014.80,1339.30],
  [989.40,1339.30],
  [964.00,1339.30],
  [938.60,1339.30],
  [913.20,1339.30],
  [887.80,1339.30],
  [862.40,1339.30],
  [837.00,1339.30],
  [837.00,1415.50],
  [862.40,1415.50],
  [887.80,1415.50],
  [913.20,1415.50],
  [938.60,1415.50],
  [964.00,1415.50],
  [989.40,1415.50],
  [1014.80,1415.50],
  [1040.20,1415.50],
  [1065.60,1415.50],
  [1091.00,1415.50],
  [1116.40,1415.50],
  [1141.80,1415.50],
  [1167.20,1415.50],
  [1167.20,1567.90],
  [1141.80,1567.90],
  [1116.40,1567.90],
  [1091.00,1567.90],
  [1065.60,1567.90],
  [1040.20,1567.90],
  [1014.80,1567.90],
  [989.40,1567.90],
  [964.00,1567.90],
  [938.60,1567.90],
  [913.20,1567.90],
  [887.80,1567.90],
  [862.40,1567.90],
  [837.00,1567.90],
  [837.00,1644.10],
  [862.40,1644.10],
  [887.80,1644.10],
  [913.20,1644.10],
  [938.60,1644.10],
  [964.00,1644.10],
  [989.40,1644.10],
  [1014.80,1644.10],
  [1040.20,1644.10],
  [1065.60,1644.10],
  [1091.00,1644.10],
  [1116.40,1644.10],
  [1141.80,1644.10],
  [1167.20,1644.10],
  [1167.20,1796.50],
  [1141.80,1796.50],
  [1116.40,1796.50],
  [1091.00,1796.50],
  [1065.60,1796.50],
  [1040.20,1796.50],
  [1014.80,1796.50],
  [989.40,1796.50],
  [964.00,1796.50],
  [938.60,1796.50],
  [913.20,1796.50],
  [887.80,1796.50],
  [862.40,1796.50],
  [837.00,1796.50],
  [837.00,1898.10],
  [862.40,1898.10],
  [887.80,1898.10],
  [913.20,1898.10],
  [938.60,1898.10],
  [964.00,1898.10],
  [989.40,1898.10],
  [1014.80,1898.10],
  [1040.20,1898.10],
  [1065.60,1898.10],
  [1091.00,1898.10],
  [1116.40,1898.10],
  [1141.80,1898.10],
  [1167.20,1898.10],
  [1167.20,2050.50],
  [1141.80,2050.50],
  [1116.40,2050.50],
  [1091.00,2050.50],
  [1065.60,2050.50],
  [1040.20,2050.50],
  [1014.80,2050.50],
  [989.40,2050.50],
  [964.00,2050.50],
  [938.60,2050.50],
  [913.20,2050.50],
  [887.80,2050.50],
  [862.40,2050.50],
  [837.00,2050.50],
  [837.00,2126.70],
  [862.40,2126.70],
  [887.80,2126.70],
  [913.20,2126.70],
  [938.60,2126.70],
  [964.00,2126.70],
  [989.40,2126.70],
  [1014.80,2126.70],
  [1040.20,2126.70],
  [1065.60,2126.70],
  [1091.00,2126.70],
  [1116.40,2126.70],
  [1141.80,2126.70],
  [1167.20,2126.70],
  [1167.20,2279.10],
