[
  [0.00,0.00],
  [875.10,983.70],
  [887.80,1040.90],
  [875.10,1136.10],
  [887.80,1275.80],
  [887.80,1498.10],
  [964.00,1504.40],
  [1116.40,1212.30],
  [1014.80,1148.80],
  [1052.90,1136.10],
  [1014.80,1059.90],
  [1116.40,1059.90],
  [1167.20,1015.50],
  [1497.40,1040.90],
  [1345.00,1034.50],
  [1370.40,1053.60],
  [1433.90,1059.90],
  [1465.60,1059.90],
  [1548.20,1059.90],
  [1586.30,1059.90],
  [1433.90,1098.00],
  [1306.90,1110.70],
  [1624.40,1110.70],
  [1713.30,1110.70],
  [1249.70,1117.10],
  [1751.40,1136.10],
  [1726.00,1161.50],
  [1700.60,1174.20],
  [1427.50,1174.20],
  [1624.40,1186.90],
  [1706.90,1212.30],
  [1795.80,1225.00],
  [1224.30,1225.00],
  [1211.60,1237.70],
  [1878.40,1237.70],
  [1224.30,1250.40],
  [1211.60,1263.10],
  [1853.00,1263.10],
  [1891.10,1275.80],
  [1224.30,1275.80],
  [1503.70,1288.50],
  [1218.00,1294.90],
  [1878.40,1301.20],
  [1954.60,1301.20],
  [1325.90,1307.60],
  [1306.90,1320.30],
  [1865.70,1320.30],
  [2030.80,1333.00],
  [1611.70,1333.00],
  [1383.10,1333.00],
  [1433.90,1339.30],
  [2094.30,1339.30],
  [1599.00,1352.00],
  [1110.00,1364.70],
  [1402.10,1364.70],
  [1675.20,1364.70],
  [2189.50,1364.70],
  [1586.30,1371.10],
  [1891.10,1377.40],
  [1618.00,1383.80],
  [1103.70,1390.10],
  [1992.70,1390.10],
  [2132.40,1390.10],
  [1268.80,1402.80],
  [1091.00,1415.50],
  [1510.10,1415.50],
  [1973.60,1415.50],
  [2234.00,1428.20],
  [1243.40,1428.20],
  [1618.00,1440.90],
  [1878.40,1466.30],
  [1980.00,1472.70],
  [1535.50,1479.00],
  [1249.70,1479.00],
  [1294.20,1491.70],
  [2068.90,1491.70],
  [2234.00,1504.40],
  [1256.10,1504.40],
  [1014.80,1517.10],
  [1116.40,1517.10],
  [1980.00,1517.10],
  [2068.90,1517.10],
  [2183.20,1517.10],
  [2246.70,1517.10],
  [1268.80,1523.50],
  [1516.40,1542.50],
  [1738.70,1542.50],
  [2329.20,1542.50],
  [2316.50,1555.20],
  [2246.70,1555.20],
  [1859.30,1555.20],
  [1364.00,1555.20],
  [1713.30,1561.60],
  [1313.20,1567.90],
  [2234.00,1567.90],
  [2335.60,1567.90],
  [2164.10,1580.60],
  [1351.30,1580.60],
  [1338.60,1593.30],
  [1706.90,1593.30],
  [2126.00,1599.70],
  [1205.30,1612.40],
  [1408.50,1618.70],
  [1573.60,1618.70],
  [1846.60,1618.70],
  [1929.20,1618.70],
  [2049.80,1618.70],
  [2107.00,1618.70],
  [2284.80,1618.70],
  [2367.30,1644.10],
  [2183.20,1644.10],
  [2113.30,1644.10],
  [2018.10,1644.10],
  [1649.80,1644.10],
  [1472.00,1644.10],
  [1313.20,1644.10],
  [1154.50,1663.20],
  [951.30,1669.50],
  [1503.70,1669.50],
  [1599.00,1669.50],
  [1738.70,1669.50],
  [1929.20,1669.50],
  [2037.10,1669.50],
  [2234.00,1669.50],
  [2462.60,1669.50],
  [2564.20,1669.50],
  [2640.40,1669.50],
  [2430.80,1675.90],
  [1129.10,1675.90],
  [1091.00,1682.20],
  [1141.80,1688.60],
  [1002.10,1694.90],
  [1262.40,1694.90],
  [2742.00,1694.90],
  [2297.50,1701.30],
  [2570.50,1707.60],
  [2716.60,1720.30],
  [1167.20,1720.30],
  [1014.80,1726.70],
  [1694.20,1733.00],
  [1262.40,1739.40],
  [875.10,1739.40],
  [1116.40,1745.70],
