[
  [15440.00,11286.00],
  [16688.00,8228.00],
  [17936.00,6116.00],
  [6320.00,12144.00],
  [6400.00,9680.00],
  [6480.00,6842.00],
  [1232.00,10098.00],
  [1376.00,5588.00],
  [1520.00,4796.00],
  [4272.00,12452.00],
  [4400.00,10296.00],
  [4528.00,7150.00],
  [5088.00,10296.00],
  [5648.00,8624.00],
  [5968.00,6952.00],
  [5648.00,12452.00],
  [6288.00,5478.00],
  [6288.00,7986.00],
  [6320.00,9020.00],
  [6352.00,11814.00],
  [6736.00,9020.00],
  [7120.00,6820.00],
  [18224.00,4213.00],
  [18642.50,4422.00],
  [14128.00,7084.00],
  [14704.00,9548.00],
  [15280.00,11946.00],
  [3504.00,11814.00],
  [4656.00,9020.00],
  [5808.00,6512.00],
  [784.00,5390.00],
  [880.00,6776.00],
  [976.00,7150.00],
  [1040.00,7524.00],
  [1104.00,11066.00],
  [9104.00,12078.00],
  [10464.00,9548.00],
  [11824.00,6776.00],
  [10768.00,11770.00],
  [11264.00,8932.00],
  [11760.00,6468.00],
  [10064.00,13046.00],
  [10576.00,11484.00],
  [11088.00,8052.00],
  [9072.00,11550.00],
  [10592.00,8492.00],
  [12112.00,6248.00],
  [8688.00,12782.00],
  [10368.00,10956.00],
  [12048.00,7480.00],
  [8656.00,12672.00],
  [10528.00,10736.00],
  [12400.00,7370.00],
  [8528.00,12298.00],
  [10432.00,9988.00],
  [12336.00,6996.00],
  [8464.00,12408.00],
  [8512.00,10208.00],
  [8560.00,7414.00],
  [7216.00,11770.00],
  [7488.00,8932.00],
  [7760.00,6776.00],
  [12560.00,12056.00],
  [13360.00,9768.00],
  [14160.00,7194.00],
  [13680.00,10912.00],
  [16016.00,7480.00],
  [18352.00,5742.00],
  [17712.00,11528.00],
  [17936.00,8448.00],
  [18160.00,6226.00],
  [12784.00,12166.00],
  [13840.00,9988.00],
  [14896.00,7304.00],
  [13712.00,9482.00],
  [4208.00,7634.00],
  [6304.00,11264.00],
  [8400.00,12936.00],
  [10480.00,4862.00],
  [11392.00,5104.00],
  [12304.00,9724.00],
  [12592.00,12166.00],
  [12624.00,9988.00],
  [12656.00,7304.00],
  [14864.00,12276.00],
  [14944.00,10208.00],
  [15024.00,7414.00],
  [4432.00,5808.00],
  [6112.00,7612.00],
  [7792.00,11110.00],
  [16496.00,7678.00],
  [17456.00,10736.00],
  [18416.00,12672.00],
  [1200.00,10318.00],
  [1232.00,6028.00],
  [1264.00,5016.00],
  [16400.00,7568.00],
  [17152.00,10516.00],
  [17904.00,12562.00],
  [3984.00,7524.00],
  [6128.00,11044.00],
  [8272.00,12826.00],
  [16336.00,11946.00],
  [16656.00,9548.00],
  [16976.00,6776.00],
  [1008.00,4906.00],
  [1024.00,5808.00],
  [1040.00,10208.00],
  [5808.00,11968.00],
  [5872.00,9328.00],
  [5936.00,6666.00],
  [4432.00,11550.00],
  [4544.00,8492.00],
  [4656.00,6248.00],
  [16848.00,12914.00],
  [17616.00,11484.00],
  [18384.00,7744.00],
  [8240.00,12034.00],
  [8336.00,9460.00],
  [8432.00,7040.00],
  [1584.00,10582.00],
  [1632.00,6556.00],
  [1680.00,5280.00],
  [2576.00,4906.00],
  [2624.00,5808.00],
  [2672.00,10208.00],
  [16944.00,5852.00],
  [16976.00,7700.00],
  [17008.00,11022.00],
  [880.00,9834.00],
  [1136.00,5060.00],
  [1392.00,4532.00],
  [5520.00,13200.00],
  [5600.00,11792.00],
  [5680.00,7898.00],
  [3888.00,6248.00],
  [4016.00,8492.00],
  [4144.00,11550.00],
  [16592.00,12650.00],
  [17344.00,10956.00],
  [18096.00,7480.00],
  [8016.00,12034.00],
  [8080.00,9460.00],
  [8144.00,7040.00],
  [16784.00,9680.00],
  [17296.00,5016.00],
  [17808.00,4510.00],
  [784.00,10846.00],
  [944.00,7084.00],
  [1104.00,5544.00],
  [7728.00,12298.00],
  [7824.00,9988.00],
  [7920.00,7304.00],
  [5232.00,13046.00],
  [5376.00,11484.00],
  [5520.00,7744.00],
  [3856.00,9306.00],
  [4720.00,11924.00],
  [4848.00,9240.00],
  [4976.00,6622.00],
  [17616.00,11154.00],
  [18144.00,7700.00],
  [18672.00,5852.00],
